"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","category"
"1857","1048",2017-01-20,"M","White",29,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1858","1048",2017-01-20,"M","White",29,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1859","1049",2017-01-20,"F","Black",47,"charge1","14601.1(A)VC","VC","14601.1 (A)","14601.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRIVE WHILE LICENSE SUSPENDED/REVOKED",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"1860","1049",2017-01-20,"F","Black",47,"charge2","4000(A)VC","VC","4000 (A)","4000","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNREGISTERED VEHICLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"1861","1050",2017-01-20,"M","Black",55,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1862","1050",2017-01-20,"M","Black",55,"charge2","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1863","1051",2017-01-21,"F","White",20,"charge1","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1864","1051",2017-01-21,"F","White",20,"charge2","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1865","1051",2017-01-21,"F","White",20,"charge3","23140(A)VC","VC","23140 (A)","23140","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNDERAGE DRUNK DRIVING 0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1866","1052",2017-01-21,"M","Black",55,"charge1","13700PC","PC","13700","13700",NA,NA,NA,NA,NA,"4","Prevention of crimes and apprehension of criminals",NA,NA,NA,NA,NA,NA,"DOMESTIC VIOLENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assault and battery"
"1867","1052",2017-01-21,"M","Black",55,"charge2","236PC","PC","236","236",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","8","False imprisonment and human trafficking",NA,NA,"FALSE IMPRISONMENT","FALSE IMPRISONMENT","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT","FALSE IMPRISONMENT",NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,"Felony","Felony","Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,"Kidnapping/false imprisonment"
"1868","1052",2017-01-21,"M","Black",55,"charge3","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"1869","1053",2017-01-22,"M","Asian Indian",18,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"1870","1054",2017-01-22,"M","White",22,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1871","1055",2017-01-23,"M","Chinese",21,"charge1","243(E)(1)PC","PC","243 (E) (1)","243","(E)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"1872","1056",2017-01-23,"F","Black",42,"charge1","459.5PC","PC","459.5","459.5",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"SHOPLIFTING","SHOPLIFTING","SHOPLIFTING",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-180 DA JAIL",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"1873","1057",2017-01-24,"M","White",59,"charge1","488PC","PC","488","488",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Theft"
"1874","1058",2017-01-25,"F","White",38,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1875","1059",2017-01-26,"M","Black",24,"charge1","211PC","PC","211","211",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","4","Robbery",NA,NA,"ROBBERY 1ST DEG HOME INV","ROBBERY","ROBBERY:FIRST DEGREE","ROBBERY:SECOND DEGREE",NA,NA,NA,NA,"3,6,9 YRS","3,4,6 YRS","3,4,6 YRS","2,3,5 YRS",NA,NA,NA,NA,"Felony","Felony","Felony","Felony",NA,NA,NA,NA,"Robbery"
"1876","1059",2017-01-26,"M","Black",24,"charge2","245(A)(4)PC","PC","245 (A) (4)","245","(A)","(4)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"ADW WITH FORCE:POSSIBLE GBI","ADW WITH FORCE:POSSIBLE GBI","ADW WITH FORCE:POSSIBLE GBI",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"1877","1059",2017-01-26,"M","Black",24,"charge3","243(D)PC","PC","243 (D)","243","(D)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY W/SERIOUS BODILY INJURY","BATTERY WITH SERIOUS BODILY INJURY (PUNISHMENT)","BATTERY WITH SERIOUS BODILY INJURY (PUNISHMENT)",NA,NA,NA,NA,NA,"2,3,4 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"1878","1060",2017-01-26,"M","White",29,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1879","1060",2017-01-26,"M","White",29,"charge2","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1880","1061",2017-01-26,"M","Hispanic",50,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1881","1061",2017-01-26,"M","Hispanic",50,"charge2","O/WMISD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","1062",2017-01-27,"M","White",38,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1883","1062",2017-01-27,"M","White",38,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1884","1062",2017-01-27,"M","White",38,"charge3","1203.2(A)PC","PC","1203.2 (A)","1203.2","(A)",NA,NA,NA,NA,"2","Criminal procedure",NA,NA,NA,NA,NA,NA,"PROBATION VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probation and prison violations"
"1885","1063",2017-01-28,"M","Filipino",47,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1886","1064",2017-01-28,"M","White",64,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"1887","1065",2017-01-29,"M","White",32,"charge1","422PC","PC","422","422",NA,NA,NA,NA,NA,"1","Crimes and punishments","11.5","Criminal threats",NA,NA,NA,NA,"THREATEN CRIME WITH INTENT TO TERRORIZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assault and battery"
"1888","1065",2017-01-29,"M","White",32,"charge2","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"1889","1066",2017-01-29,"M","White",49,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"1890","1067",2017-01-30,"M","White",31,"charge1","14601.2(A)VC","VC","14601.2 (A)","14601.2","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRIVE WHILE LICENSE SUSPENDED/REVOKED FOR DUI:SPECIFIC VIOLATI",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"1891","1067",2017-01-30,"M","White",31,"charge2","O/WMISD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","1068",2017-01-31,"M","White",28,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"1893","1068",2017-01-31,"M","White",28,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1894","1069",2017-01-31,"M","Black",31,"charge1","602(O)PC","PC","602 (O)","602","(O)",NA,NA,NA,NA,"1","Crimes and punishments","14","Malicious mischief",NA,NA,NA,NA,"TRESPASS:REFUSE TO LEAVE PROPERTY",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Trespassing"
"1895","1070",2017-02-01,"M","White",46,"charge1","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"Burglary"
"1896","1070",2017-02-01,"M","White",46,"charge2","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"1897","1071",2017-02-02,"M","Hispanic",25,"charge1","23152(E)VC","VC","23152 (E)","23152","(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI: ALCOHOL/.04% PASSENGR IS PASS FOR HIRE",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1898","1071",2017-02-02,"M","Hispanic",25,"charge2","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"1899","1072",2017-02-03,"F","Pacific",19,"charge1","243(E)(1)PC","PC","243 (E) (1)","243","(E)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"1900","1073",2017-02-03,"M","Other Asian",22,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1901","1073",2017-02-03,"M","Other Asian",22,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"1902","1074",2017-02-03,"M","White",28,"charge1","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"1903","1074",2017-02-03,"M","White",28,"charge2","1203.2(A)PC","PC","1203.2 (A)","1203.2","(A)",NA,NA,NA,NA,"2","Criminal procedure",NA,NA,NA,NA,NA,NA,"PROBATION VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probation and prison violations"
"1904","1075",2017-02-03,"F","Other",29,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"Theft"
"1905","1075",2017-02-03,"F","Other",29,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Miscellaneous"
"1906","1075",2017-02-03,"F","Other",29,"charge3","487(D)(1)PC","PC","487 (D) (1)","487","(D)","(1)",NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:AUTO","GRAND THEFT:AUTO","GRAND THEFT:AUTO","GRAND THEFT:AUTO",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Theft"
"1907","1076",2017-02-04,"M","White",23,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"1908","1076",2017-02-04,"M","White",23,"charge2","488PC","PC","488","488",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Theft"
"1909","1077",2017-02-04,"M","White",32,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"1910","1077",2017-02-04,"M","White",32,"charge2","O/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","1078",2017-02-06,"M","White",34,"charge1","470BPC","PC","470 B","470","B",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","4","Forgery and counterfeiting",NA,NA,"POSSESS DRIVER'S LICENSE/IDENTIFICATION TO COMMIT FORGERY","POSS DL/ID TO CMMT FORGRY","POSS DL/ID TO CMMT FORGRY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"1912","1078",2017-02-06,"M","White",34,"charge2","475PC","PC","475","475",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","4","Forgery and counterfeiting",NA,NA,"POSSESS/ETC BAD/ETC CHECK/ETC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Theft"
