"date","broad_cat","disp_desc","n"
2016-09-23,"Disturbance","Report Taken",1
2016-09-23,"Disturbance","Service",9
2016-09-23,"Disturbance","Unable to Locate",1
2016-09-23,"Alcohol/drugs","Report Taken",1
2016-09-23,"Alcohol/drugs","Service",3
2016-09-23,"Accidents/injuries","Arrest Made",1
2016-09-23,"Accidents/injuries","Service",1
2016-09-23,"Accidents/injuries","Unable to Locate",1
2016-09-23,"Burglary/theft","Cancelled by RP",1
2016-09-23,"Burglary/theft","False Alarm",1
2016-09-23,"Burglary/theft","Referred",1
2016-09-23,"Burglary/theft","Report Taken",2
2016-09-23,"Burglary/theft","Service",1
2016-09-23,"Person search","Service",3
2016-09-23,"Person search","Unable to Locate",2
2016-09-23,"Suspicious activity/threats","Arrest Made",1
2016-09-23,"Suspicious activity/threats","Report Taken",1
2016-09-23,"Suspicious activity/threats","Service",9
2016-09-23,"Suspicious activity/threats","Unable to Locate",3
2016-09-23,"Suspicious activity/threats","Unfounded",1
2016-09-23,"Violent crime, physical & sexual abuse, death","Report Taken",3
2016-09-24,"Miscellaneous general","Service",1
2016-09-24,"Miscellaneous general","Unable to Locate",1
2016-09-24,"Public services","Referred",2
2016-09-24,"Public services","Service",8
2016-09-24,"Public services",NA,1
2016-09-24,"Bikes","Service",2
2016-09-24,"Checkup","Advised",2
2016-09-24,"Checkup","Cancelled by RP",4
2016-09-24,"Checkup","False Alarm",1
2016-09-24,"Checkup","Referred",1
2016-09-24,"Checkup","Report Taken",1
2016-09-24,"Checkup","Service",12
2016-09-24,"Checkup","Unable to Locate",2
2016-09-24,"Checkup",NA,4
2016-09-24,"Patrol","Service",6
2016-09-24,"Vehicular violations","Advised",2
2016-09-24,"Vehicular violations","Cited",2
2016-09-24,"Vehicular violations","Referred",1
2016-09-24,"Vehicular violations","Service",6
2016-09-24,"Vehicular violations","Unable to Locate",1
2016-09-24,"Miscellaneous crime/citation","Advised",1
2016-09-24,"Miscellaneous crime/citation","Service",3
2016-09-24,"Miscellaneous crime/citation","Unable to Locate",1
2016-09-24,"Disturbance","Advised",5
2016-09-24,"Disturbance","Arrest Made",1
2016-09-24,"Disturbance","Report Taken",1
2016-09-24,"Disturbance","Service",9
2016-09-24,"Disturbance","Unable to Locate",1
2016-09-24,"Disturbance","Unfounded",1
2016-09-24,"Alcohol/drugs","Arrest Made",1
2016-09-24,"Alcohol/drugs","Service",1
2016-09-24,"Accidents/injuries","Arrest Made",1
2016-09-24,"Burglary/theft","Arrest Made",1
2016-09-24,"Burglary/theft","False Alarm",2
2016-09-24,"Burglary/theft","Report Taken",3
2016-09-24,"Burglary/theft","Service",1
2016-09-24,"Burglary/theft",NA,1
2016-09-24,"Person search","Cancelled by RP",2
2016-09-24,"Person search","Referred",1
2016-09-24,"Person search","Service",4
2016-09-24,"Suspicious activity/threats","Arrest Made",2
2016-09-24,"Suspicious activity/threats","Cancelled by RP",2
2016-09-24,"Suspicious activity/threats","Cited",1
2016-09-24,"Suspicious activity/threats","False Alarm",1
2016-09-24,"Suspicious activity/threats","Report Taken",1
2016-09-24,"Suspicious activity/threats","Service",11
2016-09-24,"Suspicious activity/threats","Unable to Locate",4
2016-09-24,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-24,"Violent crime, physical & sexual abuse, death","Service",1
2016-09-25,"Miscellaneous general","Referred",1
2016-09-25,"Miscellaneous general","Service",2
2016-09-25,"Public services","Referred",2
2016-09-25,"Public services","Service",1
2016-09-25,"Checkup","Cancelled by RP",3
2016-09-25,"Checkup","Cited",1
2016-09-25,"Checkup","False Alarm",2
2016-09-25,"Checkup","Referred",1
2016-09-25,"Checkup","Service",10
2016-09-25,"Checkup","Unable to Locate",1
2016-09-25,"Checkup","Unfounded",1
2016-09-25,"Patrol","Service",5
2016-09-25,"Vehicular violations","Advised",8
2016-09-25,"Vehicular violations","Cited",7
2016-09-25,"Vehicular violations","Referred",1
2016-09-25,"Vehicular violations","Service",2
2016-09-25,"Vehicular violations","Unable to Locate",1
2016-09-25,"Vehicular violations","Unfounded",1
2016-09-25,"Miscellaneous crime/citation","Arrest Made",1
2016-09-25,"Miscellaneous crime/citation","Service",1
2016-09-25,"Disturbance","Advised",4
2016-09-25,"Disturbance","Cancelled by RP",1
2016-09-25,"Disturbance","Report Taken",1
2016-09-25,"Disturbance","Service",5
2016-09-25,"Disturbance","Unable to Locate",2
2016-09-25,"Disturbance","Unfounded",3
2016-09-25,"Alcohol/drugs","Service",1
2016-09-25,"Burglary/theft","Advised",2
2016-09-25,"Burglary/theft","False Alarm",1
2016-09-25,"Burglary/theft","Incident Number Given",1
2016-09-25,"Burglary/theft","Report Taken",1
2016-09-25,"Burglary/theft","Service",1
2016-09-25,"Burglary/theft","Unable to Locate",1
2016-09-25,"Person search","Advised",1
2016-09-25,"Person search","Unable to Locate",1
2016-09-25,"Suspicious activity/threats","Advised",2
2016-09-25,"Suspicious activity/threats","Arrest Made",1
2016-09-25,"Suspicious activity/threats","Service",3
2016-09-25,"Suspicious activity/threats","Unable to Locate",1
2016-09-25,"Violent crime, physical & sexual abuse, death","Incident Number Given",1
2016-09-25,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-26,"Miscellaneous general","Cancelled by RP",1
2016-09-26,"Miscellaneous general","Service",11
2016-09-26,"Public services","Advised",2
2016-09-26,"Public services","Cancelled by RP",1
2016-09-26,"Public services","Online Crime Report",1
2016-09-26,"Public services","Referred",1
2016-09-26,"Public services","Service",11
2016-09-26,"Public services","Unable to Locate",1
2016-09-26,"Bikes","Referred",1
2016-09-26,"Bikes","Service",1
2016-09-26,"Checkup","Advised",1
2016-09-26,"Checkup","Cancelled by RP",3
2016-09-26,"Checkup","False Alarm",4
2016-09-26,"Checkup","Referred",1
2016-09-26,"Checkup","Service",21
2016-09-26,"Patrol","Advised",1
2016-09-26,"Patrol","Service",11
2016-09-26,"Vehicular violations","Advised",2
2016-09-26,"Vehicular violations","Cancelled by RP",1
2016-09-26,"Vehicular violations","Cited",5
2016-09-26,"Vehicular violations","Referred",5
2016-09-26,"Vehicular violations","Report Taken",3
2016-09-26,"Vehicular violations","Service",12
2016-09-26,"Vehicular violations","Unable to Locate",1
2016-09-26,"Miscellaneous crime/citation","Advised",2
2016-09-26,"Miscellaneous crime/citation","Online Crime Report",1
2016-09-26,"Miscellaneous crime/citation","Referred",2
2016-09-26,"Miscellaneous crime/citation","Service",2
2016-09-26,"Disturbance","Advised",1
2016-09-26,"Disturbance","Service",2
2016-09-26,"Disturbance","Unfounded",1
2016-09-26,"Alcohol/drugs","Advised",1
2016-09-26,"Alcohol/drugs","Service",1
2016-09-26,"Accidents/injuries","Service",2
2016-09-26,"Burglary/theft","Arrest Made",1
2016-09-26,"Burglary/theft","Cancelled by RP",1
2016-09-26,"Burglary/theft","Online Crime Report",9
2016-09-26,"Burglary/theft","Report Taken",4
2016-09-26,"Burglary/theft","Service",6
2016-09-26,"Person search","Advised",1
2016-09-26,"Person search","Service",2
2016-09-26,"Person search","Unable to Locate",1
2016-09-26,"Suspicious activity/threats","Online Crime Report",1
2016-09-26,"Suspicious activity/threats","Report Taken",2
2016-09-26,"Suspicious activity/threats","Service",8
2016-09-26,"Suspicious activity/threats","Unable to Locate",2
2016-09-26,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-26,"Violent crime, physical & sexual abuse, death","Service",1
2016-09-27,"Miscellaneous general","Advised",1
2016-09-27,"Miscellaneous general","Arrest Made",1
2016-09-27,"Miscellaneous general","Report Taken",2
2016-09-27,"Miscellaneous general","Service",9
2016-09-27,"Miscellaneous general","Unable to Locate",1
2016-09-27,"Public services","Cancelled by RP",1
2016-09-27,"Public services","Online Crime Report",1
2016-09-27,"Public services","Referred",1
2016-09-27,"Public services","Report Taken",2
2016-09-27,"Public services","Service",6
2016-09-27,"Bikes","Cited",1
2016-09-27,"Bikes","Referred",1
2016-09-27,"Checkup","Cancelled by RP",5
2016-09-27,"Checkup","Referred",1
2016-09-27,"Checkup","Report Taken",1
2016-09-27,"Checkup","Service",25
2016-09-27,"Checkup","Unable to Locate",2
2016-09-27,"Patrol","Service",12
2016-09-27,"Vehicular violations","Advised",8
2016-09-27,"Vehicular violations","Cancelled by RP",1
2016-09-27,"Vehicular violations","Cited",12
2016-09-27,"Vehicular violations","Referred",2
2016-09-27,"Vehicular violations","Service",10
2016-09-27,"Miscellaneous crime/citation","Cancelled by RP",1
2016-09-27,"Miscellaneous crime/citation","Report Taken",1
2016-09-27,"Miscellaneous crime/citation","Service",3
2016-09-27,"Disturbance","Advised",1
2016-09-27,"Disturbance","Cancelled by RP",2
2016-09-27,"Disturbance","Cited",1
2016-09-27,"Disturbance","Service",11
2016-09-27,"Disturbance","Unable to Locate",1
2016-09-27,"Disturbance","Unfounded",1
2016-09-27,"Accidents/injuries","Report Taken",1
2016-09-27,"Accidents/injuries","Service",3
2016-09-27,"Burglary/theft","Online Crime Report",4
2016-09-27,"Burglary/theft","Report Taken",2
2016-09-27,"Person search","Advised",1
2016-09-27,"Person search","Cancelled by RP",1
2016-09-27,"Person search","Service",4
2016-09-27,"Suspicious activity/threats","Cited",1
2016-09-27,"Suspicious activity/threats","Service",8
2016-09-27,"Suspicious activity/threats","Unable to Locate",2
2016-09-27,"Suspicious activity/threats","Unfounded",2
2016-09-27,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-27,"Violent crime, physical & sexual abuse, death","Service",1
2016-09-28,"Miscellaneous general","Service",11
2016-09-28,"Public services","Advised",1
2016-09-28,"Public services","Arrest Made",1
2016-09-28,"Public services","Referred",5
2016-09-28,"Public services","Service",10
2016-09-28,"Bikes","Advised",5
2016-09-28,"Bikes","Cited",4
2016-09-28,"Bikes","Service",4
2016-09-28,"Checkup","Advised",2
2016-09-28,"Checkup","Cancelled by RP",2
2016-09-28,"Checkup","False Alarm",1
2016-09-28,"Checkup","Service",28
2016-09-28,"Patrol","Arrest Made",1
2016-09-28,"Patrol","Service",18
2016-09-28,"Vehicular violations","Advised",6
2016-09-28,"Vehicular violations","Cited",3
2016-09-28,"Vehicular violations","Incident Number Given",1
2016-09-28,"Vehicular violations","Referred",5
2016-09-28,"Vehicular violations","Report Taken",2
2016-09-28,"Vehicular violations","Service",9
2016-09-28,"Miscellaneous crime/citation","Arrest Made",1
2016-09-28,"Miscellaneous crime/citation","Cancelled by RP",1
2016-09-28,"Miscellaneous crime/citation","Report Taken",2
2016-09-28,"Miscellaneous crime/citation","Service",7
2016-09-28,"Miscellaneous crime/citation","Unable to Locate",3
2016-09-28,"Disturbance","Advised",1
2016-09-28,"Disturbance","Service",3
2016-09-28,"Disturbance","Unable to Locate",1
2016-09-28,"Alcohol/drugs","Service",1
2016-09-28,"Alcohol/drugs","Unable to Locate",3
2016-09-28,"Accidents/injuries","Report Taken",1
2016-09-28,"Accidents/injuries","Service",1
2016-09-28,"Burglary/theft","Cancelled by RP",1
2016-09-28,"Burglary/theft","Online Crime Report",3
2016-09-28,"Burglary/theft","Report Taken",1
2016-09-28,"Burglary/theft","Service",3
2016-09-28,"Person search","Service",2
2016-09-28,"Person search","Unable to Locate",2
2016-09-28,"Suspicious activity/threats","Advised",1
2016-09-28,"Suspicious activity/threats","Arrest Made",2
2016-09-28,"Suspicious activity/threats","Service",7
2016-09-28,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-29,"Miscellaneous general","Advised",1
2016-09-29,"Miscellaneous general","Arrest Made",1
2016-09-29,"Miscellaneous general","Service",12
2016-09-29,"Miscellaneous general","Unable to Locate",1
2016-09-29,"Public services","Advised",2
2016-09-29,"Public services","Referred",3
2016-09-29,"Public services","Service",10
2016-09-29,"Bikes","Advised",1
2016-09-29,"Bikes","Cited",3
2016-09-29,"Bikes","Service",7
2016-09-29,"Checkup","Advised",4
2016-09-29,"Checkup","Report Taken",2
2016-09-29,"Checkup","Service",25
2016-09-29,"Checkup","Unable to Locate",2
2016-09-29,"Patrol","Service",22
2016-09-29,"Vehicular violations","Advised",11
2016-09-29,"Vehicular violations","Cited",7
2016-09-29,"Vehicular violations","Referred",2
2016-09-29,"Vehicular violations","Report Taken",1
2016-09-29,"Vehicular violations","Service",16
2016-09-29,"Vehicular violations","Unable to Locate",1
2016-09-29,"Vehicular violations","Unfounded",1
2016-09-29,"Miscellaneous crime/citation","Advised",7
2016-09-29,"Miscellaneous crime/citation","Arrest Made",1
2016-09-29,"Miscellaneous crime/citation","Referred",1
2016-09-29,"Miscellaneous crime/citation","Service",5
2016-09-29,"Miscellaneous crime/citation","Unable to Locate",1
2016-09-29,"Disturbance","Advised",2
2016-09-29,"Disturbance","Service",1
2016-09-29,"Disturbance","Unable to Locate",1
2016-09-29,"Alcohol/drugs","Advised",1
2016-09-29,"Alcohol/drugs","Arrest Made",1
2016-09-29,"Accidents/injuries","Report Taken",1
2016-09-29,"Accidents/injuries","Service",2
2016-09-29,"Burglary/theft","Online Crime Report",2
2016-09-29,"Burglary/theft","Report Taken",2
2016-09-29,"Burglary/theft","Service",1
2016-09-29,"Person search","Service",2
2016-09-29,"Person search","Unfounded",1
2016-09-29,"Suspicious activity/threats","Advised",3
2016-09-29,"Suspicious activity/threats","Cited",1
2016-09-29,"Suspicious activity/threats","Report Taken",1
2016-09-29,"Suspicious activity/threats","Service",8
2016-09-29,"Suspicious activity/threats","Unable to Locate",3
2016-09-29,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-09-29,"Violent crime, physical & sexual abuse, death","Service",1
2016-09-29,"Violent crime, physical & sexual abuse, death","Unable to Locate",1
2016-09-30,"Miscellaneous general","Referred",2
2016-09-30,"Miscellaneous general","Report Taken",3
2016-09-30,"Miscellaneous general","Service",13
2016-09-30,"Miscellaneous general","Unable to Locate",1
2016-09-30,"Public services","Advised",1
2016-09-30,"Public services","Referred",1
2016-09-30,"Public services","Service",14
2016-09-30,"Public services","Unable to Locate",1
2016-09-30,"Bikes","Advised",2
2016-09-30,"Bikes","Cited",2
2016-09-30,"Bikes","Referred",1
2016-09-30,"Checkup","Cancelled by RP",4
2016-09-30,"Checkup","Cited",1
2016-09-30,"Checkup","False Alarm",1
2016-09-30,"Checkup","Referred",3
2016-09-30,"Checkup","Report Taken",1
2016-09-30,"Checkup","Service",22
2016-09-30,"Checkup","Unable to Locate",1
2016-09-30,"Patrol","Advised",1
2016-09-30,"Patrol","Referred",1
2016-09-30,"Patrol","Service",16
2016-09-30,"Patrol","Unfounded",1
2016-09-30,"Vehicular violations","Advised",8
2016-09-30,"Vehicular violations","Arrest Made",2
2016-09-30,"Vehicular violations","Cancelled by RP",1
2016-09-30,"Vehicular violations","Cited",5
2016-09-30,"Vehicular violations","Referred",1
2016-09-30,"Vehicular violations","Report Taken",1
2016-09-30,"Vehicular violations","Service",6
2016-09-30,"Vehicular violations","Unable to Locate",1
2016-09-30,"Miscellaneous crime/citation","Advised",2
2016-09-30,"Miscellaneous crime/citation","Service",4
2016-09-30,"Miscellaneous crime/citation","Unable to Locate",2
2016-09-30,"Disturbance","Advised",3
2016-09-30,"Disturbance","Referred",1
2016-09-30,"Disturbance","Service",6
2016-09-30,"Disturbance","Unable to Locate",1
2016-09-30,"Alcohol/drugs","Referred",1
2016-09-30,"Alcohol/drugs","Service",2
2016-09-30,"Alcohol/drugs","Unable to Locate",2
2016-09-30,"Accidents/injuries","MORF",1
2016-09-30,"Accidents/injuries","Report Taken",1
2016-09-30,"Accidents/injuries","Service",1
2016-09-30,"Burglary/theft","MORF",1
2016-09-30,"Burglary/theft","Online Crime Report",1
2016-09-30,"Burglary/theft","Report Taken",2
2016-09-30,"Person search","Advised",1
2016-09-30,"Person search","Arrest Made",1
2016-09-30,"Person search","Service",4
2016-09-30,"Person search","Unable to Locate",4
2016-09-30,"Suspicious activity/threats","Advised",5
2016-09-30,"Suspicious activity/threats","Arrest Made",2
2016-09-30,"Suspicious activity/threats","Cited",1
2016-09-30,"Suspicious activity/threats","Service",13
2016-09-30,"Suspicious activity/threats","Unable to Locate",3
2016-09-30,"Suspicious activity/threats","Unfounded",1
2016-09-30,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2016-09-30,"Violent crime, physical & sexual abuse, death","Service",1
2016-10-01,"Miscellaneous general","Service",4
2016-10-01,"Public services","Referred",1
2016-10-01,"Public services","Report Taken",1
2016-10-01,"Public services","Service",8
2016-10-01,"Bikes","Cited",2
2016-10-01,"Bikes","Service",1
2016-10-01,"Checkup","Arrest Made",2
2016-10-01,"Checkup","Cancelled by RP",3
2016-10-01,"Checkup","False Alarm",2
2016-10-01,"Checkup","Referred",2
2016-10-01,"Checkup","Service",17
2016-10-01,"Checkup","Unable to Locate",2
2016-10-01,"Patrol","Advised",1
2016-10-01,"Patrol","Service",14
2016-10-01,"Vehicular violations","Advised",9
2016-10-01,"Vehicular violations","Cancelled by RP",2
2016-10-01,"Vehicular violations","Cited",5
2016-10-01,"Vehicular violations","Referred",1
2016-10-01,"Vehicular violations","Service",8
2016-10-01,"Miscellaneous crime/citation","Referred",1
2016-10-01,"Miscellaneous crime/citation","Service",1
2016-10-01,"Disturbance","Advised",1
2016-10-01,"Disturbance","Report Taken",2
2016-10-01,"Disturbance","Service",10
2016-10-01,"Disturbance","Unable to Locate",4
2016-10-01,"Alcohol/drugs","Arrest Made",1
2016-10-01,"Alcohol/drugs","Service",2
2016-10-01,"Accidents/injuries","Incident Number Given",1
2016-10-01,"Accidents/injuries","Service",1
2016-10-01,"Burglary/theft","Incident Number Given",1
2016-10-01,"Burglary/theft","Report Taken",3
2016-10-01,"Burglary/theft","Service",2
2016-10-01,"Person search","Advised",1
2016-10-01,"Person search","Cancelled by RP",1
2016-10-01,"Person search","Service",2
2016-10-01,"Person search","Unable to Locate",1
2016-10-01,"Suspicious activity/threats","Advised",3
2016-10-01,"Suspicious activity/threats","Service",8
2016-10-01,"Suspicious activity/threats","Unable to Locate",1
2016-10-01,"Violent crime, physical & sexual abuse, death","Cancelled by RP",1
2016-10-01,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-10-02,"Miscellaneous general","Service",5
2016-10-02,"Public services","Referred",1
2016-10-02,"Public services","Service",2
2016-10-02,"Bikes","Service",1
2016-10-02,"Checkup","Cancelled by RP",5
2016-10-02,"Checkup","False Alarm",1
2016-10-02,"Checkup","Report Taken",1
2016-10-02,"Checkup","Service",15
2016-10-02,"Checkup",NA,2
2016-10-02,"Patrol","Service",4
2016-10-02,"Vehicular violations","Advised",3
2016-10-02,"Vehicular violations","Arrest Made",1
2016-10-02,"Vehicular violations","Cited",9
2016-10-02,"Vehicular violations","Referred",1
2016-10-02,"Vehicular violations","Service",9
2016-10-02,"Vehicular violations","Unable to Locate",1
2016-10-02,"Miscellaneous crime/citation","Arrest Made",1
2016-10-02,"Miscellaneous crime/citation","Unable to Locate",1
2016-10-02,"Disturbance","Advised",2
2016-10-02,"Disturbance","Cancelled by RP",1
2016-10-02,"Disturbance","Cited",1
2016-10-02,"Disturbance","Report Taken",1
2016-10-02,"Disturbance","Service",5
2016-10-02,"Disturbance","Unable to Locate",2
2016-10-02,"Alcohol/drugs","Advised",1
2016-10-02,"Alcohol/drugs","Arrest Made",1
2016-10-02,"Alcohol/drugs","Service",1
2016-10-02,"Alcohol/drugs","Unable to Locate",1
2016-10-02,"Accidents/injuries","Report Taken",1
2016-10-02,"Burglary/theft","Referred",1
2016-10-02,"Burglary/theft","Report Taken",2
2016-10-02,"Burglary/theft","Unable to Locate",1
2016-10-02,"Burglary/theft",NA,1
2016-10-02,"Person search","Report Taken",1
2016-10-02,"Person search","Service",1
2016-10-02,"Person search","Unable to Locate",1
2016-10-02,"Suspicious activity/threats","Advised",3
2016-10-02,"Suspicious activity/threats","Arrest Made",1
2016-10-02,"Suspicious activity/threats","Service",4
2016-10-02,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-10-03,"Miscellaneous general","Report Taken",1
2016-10-03,"Miscellaneous general","Service",3
2016-10-03,"Public services","Cancelled by RP",1
2016-10-03,"Public services","Incident Number Given",1
2016-10-03,"Public services","MORF",1
2016-10-03,"Public services","Online Crime Report",1
2016-10-03,"Public services","Referred",1
2016-10-03,"Public services","Service",7
2016-10-03,"Public services","Unable to Locate",2
2016-10-03,"Bikes","Cited",3
2016-10-03,"Bikes","Referred",1
2016-10-03,"Bikes","Service",14
2016-10-03,"Checkup","Advised",3
2016-10-03,"Checkup","Cancelled by RP",3
2016-10-03,"Checkup","Referred",1
2016-10-03,"Checkup","Service",25
2016-10-03,"Checkup","Unable to Locate",1
2016-10-03,"Patrol","Service",13
2016-10-03,"Vehicular violations","Advised",5
2016-10-03,"Vehicular violations","Cited",14
2016-10-03,"Vehicular violations","Incident Number Given",1
2016-10-03,"Vehicular violations","Referred",4
2016-10-03,"Vehicular violations","Report Taken",1
2016-10-03,"Vehicular violations","Service",11
2016-10-03,"Vehicular violations","Unfounded",1
2016-10-03,"Miscellaneous crime/citation","Report Taken",1
2016-10-03,"Miscellaneous crime/citation","Service",5
2016-10-03,"Miscellaneous crime/citation","Unable to Locate",1
2016-10-03,"Disturbance","Advised",1
2016-10-03,"Disturbance","Service",3
2016-10-03,"Disturbance","Unfounded",1
2016-10-03,"Alcohol/drugs","Unable to Locate",1
2016-10-03,"Accidents/injuries","MORF",1
2016-10-03,"Accidents/injuries","Report Taken",2
2016-10-03,"Accidents/injuries","Service",1
2016-10-03,"Burglary/theft","Cancelled by RP",1
2016-10-03,"Burglary/theft","False Alarm",1
2016-10-03,"Burglary/theft","Online Crime Report",4
2016-10-03,"Burglary/theft","Report Taken",3
2016-10-03,"Person search","Service",4
2016-10-03,"Person search","Unable to Locate",1
2016-10-03,"Suspicious activity/threats","Advised",2
2016-10-03,"Suspicious activity/threats","Arrest Made",1
2016-10-03,"Suspicious activity/threats","Cancelled by RP",2
2016-10-03,"Suspicious activity/threats","Cited",1
2016-10-03,"Suspicious activity/threats","Service",8
2016-10-03,"Suspicious activity/threats","Unable to Locate",3
2016-10-04,"Miscellaneous general","Report Taken",3
2016-10-04,"Miscellaneous general","Service",1
2016-10-04,"Miscellaneous general",NA,1
2016-10-04,"Public services","Advised",1
2016-10-04,"Public services","Cancelled by RP",1
2016-10-04,"Public services","Referred",4
2016-10-04,"Public services","Service",6
2016-10-04,"Bikes","Cited",4
2016-10-04,"Bikes","Referred",1
2016-10-04,"Bikes","Service",2
2016-10-04,"Checkup","Cancelled by RP",2
2016-10-04,"Checkup","Report Taken",2
2016-10-04,"Checkup","Service",17
2016-10-04,"Checkup","Unfounded",1
2016-10-04,"Checkup",NA,1
2016-10-04,"Patrol","Service",11
2016-10-04,"Vehicular violations","Advised",6
2016-10-04,"Vehicular violations","Cited",13
2016-10-04,"Vehicular violations","Referred",1
2016-10-04,"Vehicular violations","Service",9
2016-10-04,"Miscellaneous crime/citation","Advised",1
2016-10-04,"Miscellaneous crime/citation","Civil Problem",1
2016-10-04,"Miscellaneous crime/citation","Online Crime Report",1
2016-10-04,"Miscellaneous crime/citation","Report Taken",1
2016-10-04,"Miscellaneous crime/citation","Service",2
2016-10-04,"Miscellaneous crime/citation",NA,1
2016-10-04,"Disturbance","Advised",3
2016-10-04,"Disturbance","Service",4
2016-10-04,"Accidents/injuries","Service",1
2016-10-04,"Burglary/theft","Cancelled by RP",2
2016-10-04,"Burglary/theft","False Alarm",1
2016-10-04,"Burglary/theft","Online Crime Report",6
2016-10-04,"Burglary/theft","Report Taken",2
2016-10-04,"Burglary/theft","Service",1
2016-10-04,"Burglary/theft","Unable to Locate",1
2016-10-04,"Person search","Report Taken",1
2016-10-04,"Person search","Service",5
2016-10-04,"Person search","Unable to Locate",1
2016-10-04,"Suspicious activity/threats","Advised",2
2016-10-04,"Suspicious activity/threats","Report Taken",1
2016-10-04,"Suspicious activity/threats","Service",4
2016-10-04,"Suspicious activity/threats","Unable to Locate",4
2016-10-04,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-10-04,"Violent crime, physical & sexual abuse, death","Service",2
2016-10-05,"Miscellaneous general","Report Taken",1
2016-10-05,"Miscellaneous general","Service",3
2016-10-05,"Miscellaneous general","Unable to Locate",1
2016-10-05,"Public services","Advised",4
2016-10-05,"Public services","Cancelled by RP",1
2016-10-05,"Public services","MORF",1
2016-10-05,"Public services","Service",8
2016-10-05,"Bikes","Advised",2
2016-10-05,"Bikes","Cited",3
2016-10-05,"Bikes","Service",2
2016-10-05,"Checkup","Advised",1
2016-10-05,"Checkup","Cancelled by RP",6
2016-10-05,"Checkup","Referred",1
2016-10-05,"Checkup","Report Taken",1
2016-10-05,"Checkup","Service",17
2016-10-05,"Checkup","Unable to Locate",3
2016-10-05,"Patrol","Advised",1
2016-10-05,"Patrol","Service",11
2016-10-05,"Vehicular violations","Advised",12
2016-10-05,"Vehicular violations","Arrest Made",1
2016-10-05,"Vehicular violations","Cited",1
2016-10-05,"Vehicular violations","Referred",11
2016-10-05,"Vehicular violations","Service",11
2016-10-05,"Miscellaneous crime/citation","Advised",1
2016-10-05,"Miscellaneous crime/citation","Cancelled by RP",2
2016-10-05,"Miscellaneous crime/citation","Referred",2
2016-10-05,"Miscellaneous crime/citation","Report Taken",1
2016-10-05,"Miscellaneous crime/citation","Service",7
2016-10-05,"Miscellaneous crime/citation","Unable to Locate",3
2016-10-05,"Disturbance","Advised",4
2016-10-05,"Disturbance","Cancelled by RP",1
2016-10-05,"Disturbance","Service",4
2016-10-05,"Disturbance","Unable to Locate",1
2016-10-05,"Alcohol/drugs","Arrest Made",1
2016-10-05,"Alcohol/drugs","Service",2
2016-10-05,"Alcohol/drugs","Unable to Locate",1
2016-10-05,"Accidents/injuries","Cancelled by RP",1
2016-10-05,"Accidents/injuries","Service",2
2016-10-05,"Burglary/theft","Arrest Made",1
2016-10-05,"Burglary/theft","Online Crime Report",1
2016-10-05,"Burglary/theft","Report Taken",1
2016-10-05,"Burglary/theft","Service",2
2016-10-05,"Person search","Advised",1
2016-10-05,"Person search","Service",1
2016-10-05,"Person search","Unable to Locate",1
2016-10-05,"Suspicious activity/threats","Advised",4
2016-10-05,"Suspicious activity/threats","Arrest Made",1
2016-10-05,"Suspicious activity/threats","Cancelled by RP",1
2016-10-05,"Suspicious activity/threats","Service",5
2016-10-05,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2016-10-05,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-10-06,"Miscellaneous general","Service",6
2016-10-06,"Public services","Service",10
2016-10-06,"Bikes","Advised",2
2016-10-06,"Bikes","Arrest Made",1
2016-10-06,"Bikes","Cited",10
2016-10-06,"Bikes","Service",12
2016-10-06,"Checkup","Advised",1
2016-10-06,"Checkup","Cancelled by RP",5
2016-10-06,"Checkup","False Alarm",2
2016-10-06,"Checkup","Referred",1
2016-10-06,"Checkup","Service",16
2016-10-06,"Checkup","Unable to Locate",2
2016-10-06,"Patrol","Arrest Made",1
2016-10-06,"Patrol","Referred",2
2016-10-06,"Patrol","Service",18
2016-10-06,"Vehicular violations","Advised",2
2016-10-06,"Vehicular violations","Cited",1
2016-10-06,"Vehicular violations","Incident Number Given",2
2016-10-06,"Vehicular violations","Referred",3
2016-10-06,"Vehicular violations","Report Taken",2
2016-10-06,"Vehicular violations","Service",24
2016-10-06,"Vehicular violations","Unable to Locate",1
2016-10-06,"Miscellaneous crime/citation","Advised",3
2016-10-06,"Miscellaneous crime/citation","Cancelled by RP",1
2016-10-06,"Miscellaneous crime/citation","Referred",1
2016-10-06,"Miscellaneous crime/citation","Report Taken",2
2016-10-06,"Miscellaneous crime/citation","Service",5
2016-10-06,"Miscellaneous crime/citation","Unable to Locate",2
2016-10-06,"Disturbance","Advised",4
2016-10-06,"Disturbance","Cancelled by RP",1
2016-10-06,"Disturbance","Report Taken",2
